74650000	74650000	61.20577
74650000	74660000	59.018364
74660000	74660000	49.765873
74650000	74670000	25.909725
74660000	74670000	76.779335
74670000	74670000	51.489
74650000	74680000	17.211197
74660000	74680000	30.60158
74670000	74680000	56.980545
74680000	74680000	39.63818
74650000	74690000	22.87597
74660000	74690000	30.128572
74670000	74690000	25.24491
74680000	74690000	54.035297
74690000	74690000	57.456085
74650000	74700000	16.296297
74660000	74700000	20.487291
74670000	74700000	21.798632
74680000	74700000	31.494648
74690000	74700000	49.612537
74700000	74700000	58.73731
74650000	74710000	13.983842
74660000	74710000	13.812961
74670000	74710000	15.129362
74680000	74710000	30.116693
74690000	74710000	31.851109
74700000	74710000	46.829422
74710000	74710000	60.360867
74650000	74720000	12.354796
74660000	74720000	10.373248
74670000	74720000	16.66403
74680000	74720000	18.96911
74690000	74720000	18.747736
74700000	74720000	32.027935
74710000	74720000	44.632385
74720000	74720000	52.895596
74650000	74730000	11.330527
74660000	74730000	11.192069
74670000	74730000	12.3495
74680000	74730000	10.408154
74690000	74730000	17.127588
74700000	74730000	15.358261
74710000	74730000	14.9231825
74720000	74730000	54.967678
74730000	74730000	50.57375
74650000	74740000	10.565745
74660000	74740000	5.5662045
74670000	74740000	3.454782
74680000	74740000	14.9744
74690000	74740000	8.845764
74700000	74740000	11.457294
74710000	74740000	19.084671
74720000	74740000	24.484165
74730000	74740000	54.158108
74740000	74740000	42.21788
74650000	74750000	9.463666
74660000	74750000	6.7985606
74670000	74750000	9.494258
74680000	74750000	6.096576
74690000	74750000	8.103161
74700000	74750000	11.370073
74710000	74750000	15.540009
74720000	74750000	10.940837
74730000	74750000	20.810827
74740000	74750000	33.267685
74750000	74750000	48.75977
74650000	74760000	7.419068
74660000	74760000	2.9313629
74670000	74760000	7.2776484
74680000	74760000	7.0098276
74690000	74760000	10.0934105
74700000	74760000	8.296506
74710000	74760000	5.0253363
74720000	74760000	10.692784
74730000	74760000	14.100567
74740000	74760000	21.516243
74750000	74760000	42.923893
74760000	74760000	50.612804
74650000	74770000	6.1216483
74660000	74770000	6.046842
74670000	74770000	1.87655
74680000	74770000	6.326222
74690000	74770000	8.808791
74700000	74770000	10.890796
74710000	74770000	2.5915773
74720000	74770000	12.326067
74730000	74770000	8.593821
74740000	74770000	17.753561
74750000	74770000	18.070162
74760000	74770000	45.96917
74770000	74770000	49.823635
74650000	74780000	4.691513
74660000	74780000	3.972157
74670000	74780000	6.5744076
74680000	74780000	7.915583
74690000	74780000	2.1041727
74700000	74780000	5.450773
74710000	74780000	12.862588
74720000	74780000	5.113873
74730000	74780000	4.0530086
74740000	74780000	9.070658
74750000	74780000	15.826999
74760000	74780000	27.979183
74770000	74780000	51.38106
74780000	74780000	48.08519
74650000	74790000	4.35659
74660000	74790000	0.8606705
74670000	74790000	2.136773
74680000	74790000	4.1162777
74690000	74790000	3.6473873
74700000	74790000	5.3147287
74710000	74790000	10.820165
74720000	74790000	5.170913
74730000	74790000	8.280068
74740000	74790000	11.792355
74750000	74790000	12.345582
74760000	74790000	14.194919
74770000	74790000	27.45132
74780000	74790000	48.087227
74790000	74790000	44.803165
74650000	74800000	5.17514
74660000	74800000	7.0288625
74670000	74800000	3.9660106
74680000	74800000	6.876107
74690000	74800000	6.092841
74700000	74800000	6.5763555
74710000	74800000	6.5726295
74720000	74800000	7.1296463
74730000	74800000	6.706222
74740000	74800000	9.380354
74750000	74800000	15.276216
74760000	74800000	18.442781
74770000	74800000	16.304544
74780000	74800000	29.15614
74790000	74800000	53.37585
74800000	74800000	47.093937
74650000	74810000	6.354298
74660000	74810000	3.1383245
74670000	74810000	4.869668
74680000	74810000	2.8142772
74690000	74810000	2.4936993
74700000	74810000	3.2299128
74710000	74810000	8.070207
74720000	74810000	4.7137675
74730000	74810000	10.978984
74740000	74810000	8.446293
74750000	74810000	11.254146
74760000	74810000	10.51374
74770000	74810000	12.512215
74780000	74810000	18.99559
74790000	74810000	25.645134
